SH, 16, 1979021406, , MANN, 0, 175S, 545E, 35, 997
SH, 16, 1979021412, , MANN, 0, 170S, 552E, 45, -999
SH, 16, 1979021418, , MANN, 0, 167S, 561E, 40, -999
SH, 16, 1979021500, , MANN, 0, 170S, 569E, 40, -999
SH, 16, 1979021506, , MANN, 0, 175S, 566E, 40, -999
SH, 16, 1979021512, , MANN, 0, 175S, 565E, 35, -999
SH, 16, 1979021518, , MANN, 0, 175S, 563E, 30, -999
SH, 16, 1979021600, , MANN, 0, 175S, 562E, 25, -999
SH, 16, 1979021606, , MANN, 0, 175S, 560E, 20, -999
