SH, 24, 1981030106, , MANN, 0, 62S, 1761E, 20, -999
SH, 24, 1981030112, , MANN, 0, 81S, 1768E, 30, -999
SH, 24, 1981030118, , MANN, 0, 95S, 1782E, 35, -999
SH, 24, 1981030200, , MANN, 0, 104S, 1797W, 40, -999
SH, 24, 1981030206, , MANN, 0, 110S, 1776W, 40, -999
SH, 24, 1981030212, , MANN, 0, 113S, 1755W, 45, -999
SH, 24, 1981030218, , MANN, 0, 118S, 1735W, 50, -999
SH, 24, 1981030300, , MANN, 0, 128S, 1716W, 50, -999
SH, 24, 1981030306, , MANN, 0, 139S, 1698W, 50, -999
SH, 24, 1981030312, , MANN, 0, 151S, 1682W, 50, -999
SH, 24, 1981030318, , MANN, 0, 164S, 1668W, 45, -999
SH, 24, 1981030400, , MANN, 0, 180S, 1655W, 40, -999
SH, 24, 1981030406, , MANN, 0, 192S, 1645W, 35, -999
SH, 24, 1981030412, , MANN, 0, 205S, 1635W, 30, -999
SH, 24, 1981030418, , MANN, 0, 217S, 1628W, 30, -999
SH, 24, 1981030500, , MANN, 0, 230S, 1620W, 25, -999
